product,field,platform,location,homepage,establish_time,round,project_status,status,tags,description,contact,leadership,logo_url,url,company_name,brief_intro
贝恩资本,房产金融,平台：WEB,坐标：美国,官网：www.baincapital.com,成立时间：1984,"不详,6亿,美元,融资完成",立即认领,运营状态：正在运营,,贝恩资本（英文：BainCapital）是美国一家私人股权投资公司，于1984年由母公司贝恩策略顾问公司的合伙人米特·罗姆尼等三人成立，总部设于马萨诸塞州波士顿。,,,http://pic2.pedaily.cn/newseed/project/201607/20160711133558430.jpg,http://www.newseed.cn/project/52093,贝恩资本,贝恩资本（英文：Bain Capital）是美国一家私人股权投资公司，于1984年由母公司贝恩策略顾问公司的合伙人米特·罗姆尼等三人成立，总部设于马萨诸塞州波士顿。
Cernostics,医疗健康,平台：WEB,坐标：美国,官网：www.cernostics.com,成立时间：2008,"不详,500万,美元,融资完成",立即认领,运营状态：正在运营,,Cernostics成立于2008年，总部位于宾夕法尼亚州的丹维尔市。Cernostics的技术可以为癌症患者提供更快、更准确的测试，进而有助于患者接受精准施药。,,,http://pic2.pedaily.cn/newseed/project/201609/20160902102152388.jpg,http://www.newseed.cn/project/53655,Cernostics,Cernostics成立于2008年， 总部位于宾夕法尼亚州的丹维尔市。Cernostics的技术可以为癌症患者提供更快、更准确的测试，进而有助于患者接受精准施药。
Zinox,社交,平台：WEB,坐标：尼日利亚,官网：不详,成立时间：不详,"不详,2500万,美元,融资完成",立即认领,运营状态：正在运营,制造业游戏硬件信息安全行业及技术解决方案,Zinox创立于2001年，总部位于拉各斯，致力于生产信息和通信技术创新型产品及解决方案。公司配备有数字计算机硬件制造和装配设备、电信电子枢纽单元、数据中心、聚合带宽、数字安全基础设施和仓储设施以及集成售后服务中心等。,,,http://pic2.pedaily.cn/newseed/project/201609/20160902131325814.jpg,http://www.newseed.cn/project/53660,Zinox,Zinox创立于2001年，总部位于拉各斯，致力于生产信息和通信技术创新型产品及解决方案。公司配备有数字计算机硬件制造和装配设备、电信电子枢纽单元、数据中心、聚合带宽、数字安全基础设施和仓储设施以及集成售后服务中心等。
Boku,信息技术,平台：WEB,坐标：美国,官网：www.boku.com,成立时间：不详,"不详,1375万,美元,融资完成",立即认领,运营状态：正在运营,,全球移动支付公司Boku使得移动支付也可以采用运营商代收费方式，而不是使用传统的信用卡以及银行账户支付方式。,,,http://pic2.pedaily.cn/newseed/project/201609/20160902144213709.jpg,http://www.newseed.cn/project/53664,Boku,全球移动支付公司Boku使得移动支付也可以采用运营商代收费方式，而不是使用传统的信用卡以及银行账户支付方式。
Kwality,企业服务,平台：其他,坐标：新德里,官网：www.kwalitygroup.com,成立时间：不详,"不详,7700万,美元,融资完成",立即认领,运营状态：正在运营,制造业,Kwality是印度最大的民营乳制品公司Kwality。旗下产品种类繁多，包括印度酥油、定制口味的牛奶、酸奶、黄油、芝士和凝乳。1994年，该公司将旗下冰淇淋品牌出售给了印度联合利华（HindustanUnilever）。和大多数同行不同，Kwality一开始并没有定位个人消费者用户，而是一家B2B奶制品供应企业，旗下在印度三个省邦拥有六座牛奶加工工厂。Kwality公司超过七成的收入都来自于企业客户销售，他们的主要客户包括上文提到的印度联合利华、BritanniaIndustriesLtd、MotherDairy、Cadbury’s、以及冰淇淋制造商VadilalEnterprises和CreamBell。,,,http://pic2.pedaily.cn/newseed/project/201607/20160715105927160.jpg,http://www.newseed.cn/project/52238,Kwality Group,Kwality是印度最大的民营乳制品公司Kwality。旗下产品种类繁多，包括印度酥油、定制口味的牛奶、酸奶、黄油、芝士和凝乳。1994年，该公司将旗下冰淇淋品牌出售给了印度联合利华（Hindustan Unilever）。和大多数同行不同，Kwality 一开始并没有定位个人消费者用户，而是一家 B2B 奶制品供应企业，旗下在印度三个省邦拥有六座牛奶加工工厂。Kwality 公司超过七成的收入都来自于企业客户销售，他们的主要客户包括上文提到的印度联合利华、Britannia Industries Ltd、MotheDairy、Cadbury’s、以及冰淇淋制造商 Vadilal Enterprises 和 Cream Bell。
ShareGrid,信息技术,平台：WEB,坐标：美国,官网：blog.sharegrid.com,成立时间：2015,"不详,100万,美元,融资完成",立即认领,运营状态：正在运营,影视VR/AR买卖租赁,,,,http://pic2.pedaily.cn/newseed/project/201607/20160714161413751.jpg,http://www.newseed.cn/project/52224,ShareGrid,ShareGrid是一家提供影视器材P2P租赁服务的平台，专为摄影专业人才提供摄影器材租赁服务，公司网站上所提供的器材总价值超过1亿美元，拥有1.2万左右的摄影师和制片人会员。
嗨修养车,汽车交通,"平台：WEB,其他",坐标：上海市,官网：www.hiservice.com.cn,成立时间：不详,"不详,金额未透露,融资完成",立即认领,运营状态：正在运营,二手车汽车后服务,嗨修养车是一个汽车上门保养服务商，为用户提供在线预约门店和上门的快保小修等服务，并推出车管家SA服务模式，以解决客户养车服务需求。嗨修的业务涵盖汽车保养&钣喷、汽车美容、违章查询代办、应急救援、二手车估价，保险等。同时，嗨修也完成了基于SAAS系统的门店和在线订单的预约管理，支持微信支付和支付宝支付。,,,http://pic2.pedaily.cn/newseed/project/201604/20160420095429934.jpg,http://www.newseed.cn/project/50041,上海嗨修汽车技术服务有限公司,嗨修养车是一个汽车上门保养服务商，为用户提供在线预约门店和上门的快保小修等服务，并推出车管家 SA 服务模式，以解决客户养车服务需求。嗨修的业务涵盖汽车保养&钣喷、汽车美容、违章查询代办、应急救援、二手车估价，保险等。同时，嗨修也完成了基于 SAAS 系统的门店和在线订单的预约管理，支持微信支付和支付宝支付。
Sharper Shape,硬件,平台：硬件,坐标：芬兰,官网：sharpershape.com,成立时间：2013,"不详,325万,美元,融资完成",立即认领,运营状态：正在运营,无人机VR/AR能源环保,无人机自动巡检初创企业SharperShape是一家总部位于芬兰赫尔辛基的初创企业，成立于2013年。SharperShape做的是利用无人机进行自动化勘察工作—帮助能源公司监控能源管道线路的安全问题。,,,http://pic2.pedaily.cn/newseed/project/201604/20160425095004681.jpg,http://www.newseed.cn/project/50109,SHARPER SHAPE LTD,无人机自动巡检初创企业SharpeShape 是一家总部位于芬兰赫尔辛基的初创企业，成立于 2013年。SharpeShape 做的是利用无人机进行自动化勘察工作—帮助能源公司监控能源管道线路的安全问题。
Wolt,信息技术,平台：WEB,坐标：芬兰,官网：wolt.com,成立时间：不详,"不详,1240万,美元,融资完成",立即认领,运营状态：正在运营,,Wolt是芬兰一家在线订餐公司。,,,http://pic2.pedaily.cn/newseed/project/201604/20160418093740654.jpg,http://www.newseed.cn/project/49977,Wolt,Wolt是芬兰一家在线订餐公司。
德开大药房,医疗健康,平台：WEB,坐标：北京市,官网：www.dkyao.com,成立时间：不详,"不详,1.7亿,人民币,融资完成",立即认领,运营状态：正在运营,医药,德开大药房是北京德开医药科技有限公司旗下的网上药店，是国家食药监局认证网上药店。,,,http://pic2.pedaily.cn/newseed/project/201604/20160420103929282.jpg,http://www.newseed.cn/project/50044,北京德开医药科技有限公司,北京德开医药科技有限公司（以下简称德开）是一家以提供医药健康产品和服务为主营业务的综合性销售服务公司。德开通过旗下三大业务体系：德开连锁实体药店，德开网上大药房，第三方销售平台，全方位向顾客提供优质价廉的药品、保健品和医疗器械等产品服务。
创新工场,信息技术,平台：WEB,坐标：北京市,官网：www.chuangxin.com,成立时间：不详,"不详,1500万,美元,融资完成",立即认领,运营状态：正在运营,游戏硬件金融科技互联网大数据人工智能互联网金融财务税务,创新工场主要关注于中国互联网及高科技行业的中早期公司。创新工场是一家专注投资于从事智能硬件、企业应用、互联网金融、在线教育、人工智能及大数据等前沿科技领域的公司，旨在为投资人带来财务回报的同时为个人和中小企业创造新的创业和商业机会。,,,http://pic2.pedaily.cn/newseed/project/201604/20160425163749279.jpg,http://www.newseed.cn/project/50238,创新工场,"创新工场由李开复博士创办于2009年9月，旨在帮助中国青年成功创业。创新工场是一家早期投资机构，同时为创业者提供全方位的创业服务。作为国内一流的创业平台，创新工场不仅提供创业所需的资金，还针对早期创业所需要的商业、技术、产品、市场、人力、法务、财务等提供一揽子创业服务, 旨在帮助早期阶段的创业公司顺利启动和快速成长。创新工场的投资方向立足于信息产业最热门的领域：移动互联网，数字娱乐、在线教育、智能硬件、智能商务、云计算、电子商务；主要涉足的投资阶段为：种子轮、天使轮和A轮，B轮会有选择的进行跟投。"
苏宁金服,房产金融,平台：WEB,坐标：南京市,官网：jinrong.suning.com,成立时间：不详,"不详,66.67亿,人民币,融资完成",立即认领,运营状态：正在运营,消费金融,苏宁金融是苏宁旗下的一个公司。其中包括苏宁众筹，苏宁理财，苏宁保险等等。隶属于苏宁消费金融有限公司。,,,http://pic2.pedaily.cn/newseed/project/201604/20160425100634966.jpg,http://www.newseed.cn/project/50151,苏宁云商集团股份有限公司,苏宁电器股份有限公司(002024.SZ)是中国3C（家电、电脑、通讯）家电连锁零售企业的领先者，是国家商务部重点培育的“全国15家大型商业企业集团”之一。截至2009年5月，苏宁电器在中国29个省和直辖市、200多个城市拥有850多家连锁店。2008年销售规模突破1000亿元，品牌价值423.37亿元，名列中国企业500强第53位，入选《福布斯》亚洲企业50强、《福布斯》全球2000大企业中国零售企业第一位、中国民营企业第一位。苏宁电器与国内外上千家供应商建立了战略关系，如三星、LG、索尼、摩托罗拉、海尔等公司。
Cluster,硬件,平台：硬件,坐标：东京,官网：cluster.mu/en,成立时间：不详,"不详,5000万,日元,融资完成",立即认领,运营状态：正在运营,VR/AR,该公司的产品是VR聚会应用，支持OculusRift、GearVR、Windows、Mac、iOS和Android操作系统。VR聚会应用旨在使活动组织者不再需要寻找现实的活动场地和支付场地费用，而是通过虚拟环境举办聚会和活动。,,,http://pic2.pedaily.cn/newseed/project/201604/20160425114305523.jpg,http://www.newseed.cn/project/50226,"Cluster, Inc.",该公司的产品是 VR 聚会应用，支持 Oculus Rift、GearVR、Windows、Mac、iOS 和 Android 操作系统。VR聚会应用旨在使活动组织者不再需要寻找现实的活动场地和支付场地费用，而是通过虚拟环境举办聚会和活动。
Sirin Labs,硬件,平台：硬件,坐标：伦敦,官网：www.sirinlabs.com,成立时间：2013,"不详,7200万,美元,融资完成",立即认领,运营状态：正在运营,,SirinLabs是以色列一家手机生产商。该公司创建于2013年，已有100名员工，人员横跨瑞士、伦敦、瑞典和美国。,,,http://pic2.pedaily.cn/newseed/project/201604/20160425111801661.jpg,http://www.newseed.cn/project/50225,Sirin Labs,Sirin Labs是以色列一家手机生产商。该公司创建于 2013年，已有 100 名员工，人员横跨瑞士、伦敦、瑞典和美国。
屏芯科技,企业服务,"平台：硬件,其他",坐标：北京市,官网：www.passiontec.cn,成立时间：2008,"不详,金额未透露,融资完成",立即认领,运营状态：正在运营,行业及技术解决方案,屏芯科技成立于2008年，是一家餐饮云ERP服务商，为餐厅提供专业化设备、标准化产品、一体化解决方案。屏芯科技旗下有，餐饮管家、老板报表、微餐厅、手机点餐、点菜宝、赞赏系统、连锁系统、成本卡，八款产品。功能涵盖，收银管理，智能收银、自助点餐、一键清洁、流程监控、多种报表、快速交班、远程管理等。,,,http://pic2.pedaily.cn/newseed/project/201604/20160426091044441.jpg,http://www.newseed.cn/project/50246,北京屏芯科技有限公司,屏芯科技成立于 2008年，是一家餐饮云 ERP 服务商，为餐厅提供专业化设备、标准化产品、一体化解决方案。屏芯科技旗下有，餐饮管家、老板报表、微餐厅、手机点餐、点菜宝、赞赏系统、连锁系统、成本卡，八款产品。功能涵盖，收银管理，智能收银、自助点餐、一键清洁、流程监控、多种报表、快速交班、远程管理等。
Trusk,汽车交通,平台：WEB,坐标：法国,官网：www.trusk.com,成立时间：不详,"不详,56万,美元,融资完成",立即认领,运营状态：正在运营,,法国公司Trusk是用户在手机上发起搬运需求，应用就会根据地理位置匹配相应的货车司机。目前Trusk采取的是与专业的运输工人合作的方式，工人们只需要负责运输就可以了，剩下了下单、支付等都由Trusk平台解决。,,,http://pic2.pedaily.cn/newseed/project/201604/20160428135815264.jpg,http://www.newseed.cn/project/50321,Trusk,法国公司 Trusk 是用户在手机上发起搬运需求，应用就会根据地理位置匹配相应的货车司机。目前 Trusk 采取的是与专业的运输工人合作的方式，工人们只需要负责运输就可以了，剩下了下单、支付等都由 Trusk 平台解决。
BitFlyer,房产金融,平台：WEB,坐标：日本,官网：bitflyer.jp,成立时间：不详,"不详,30亿,日元,融资完成",立即认领,运营状态：正在运营,,BitFlyer是一家初创公司，成立了一支投资基金，用于对区块链技术初创公司的投资。,,,http://pic2.pedaily.cn/newseed/project/201605/20160503104040951.jpg,http://www.newseed.cn/project/50370,"bitFlyer, Inc.",BitFlye成立于 2014 年 1 月，创始人是前高盛交易员 Yuzo Kano。虽然 BitFlye仍然是一家初创公司，但是其成立了一支投资基金，用于对区块链技术初创公司的投资。基金在成立的同时也宣布了对 Sivira 的投资，Sivira 是一家研发将物联网和区块链技术相结合的公司。
Vivint,硬件,"平台：硬件,其他",坐标：美国,官网：www.vivint.com,成立时间：不详,"不详,1亿,美元,融资完成",立即认领,运营状态：正在运营,智能家居制造业,Vivint对自己的定位是一个智能家居服务商，而非单纯的智能家居产品制造商。你每月只需支付一定的服务费用（起始标准是每月54美元），Vivint就会派一支专业的团队帮你安装智能灯泡、恒温器和智能门锁等智能家居产品，你可以通过Vivint的Sky应用来控制所有这些智能家居产品。如果哪个产品出问题了，你可以随时拨打Vivint的24/7的客户服务热线。如果遇到的问题无法通过远程指导的方式解决，Vivint就会派专人过去为你维修。,,,http://pic2.pedaily.cn/newseed/project/201604/20160428145339519.jpg,http://www.newseed.cn/project/50324,"Vivint, Inc.",Vivint 对自己的定位是一个智能家居服务商，而非单纯的智能家居产品制造商。你每月只需支付一定的服务费用（起始标准是每月54 美元），Vivint 就会派一支专业的团队帮你安装智能灯泡、恒温器和智能门锁等智能家居产品，你可以通过 Vivint 的 Sky 应用来控制所有这些智能家居产品。如果哪个产品出问题了，你可以随时拨打 Vivint 的 24/7 的客户服务热线。如果遇到的问题无法通过远程指导的方式解决，Vivint 就会派专人过去为你维修。
Zipline,硬件,平台：WEB,坐标：卢旺达,官网：flyzipline.com,成立时间：不详,"不详,金额未透露,融资完成",立即认领,运营状态：正在运营,无人机,Zipline并不是一家新公司，早在五年之前就已经创立，直到近期才公布公司进展以及投资人名单。Zipline开发了一套专门的服务系统。医院向系统发送所需药物及血液的消息，无人机便可在30分钟内将货物送达。在此过程中，通过配套的App，可以实时观测无人机的飞行。当到达制定位置时，可以投放带有降落伞的快递包裹。,,,http://pic2.pedaily.cn/newseed/project/201605/20160503093450991.jpg,http://www.newseed.cn/project/50367,Zipline,ZipLine has developed unique non-invasive skin closure solutions designed to provide the best of both worlds — suture-like outcomes at the speed.
LitBit,企业服务,平台：WEB,坐标：美国,官网：www.litbit.com,成立时间：2013-09,"不详,700万,美元,融资完成",立即认领,运营状态：正在运营,,物联网系统公司LitBit开发的旗舰系统RhythmOS可以将所有的智能设备都连接在一起，不管这些智能设备是何时被开发出来的，RhythmOS都能将它们“翻译”成一种更现代的通用语言。用户可以在RhythmOS平台上使用或者开发应用。LitBit现在提供了3款成品应用：针对连网设备的常规自动化和工作流的编程系统Maestro、定制常规警报和设置的应用Vitals以及检查和分析数据的应用Intellect。LitBit的客户也可以按照自己的需要自行开发新应用。,,,http://pic2.pedaily.cn/newseed/project/201605/20160504164907866.jpg,http://www.newseed.cn/project/50427,LitBit,Litbit 成立于2013年9月，是美国一家针对工业级领域的操作系统研发商，主要利用现代化软件技术为工业级应用提供深度基础设施设备的操作系统平台服务，旗下已经开发出一款RhythmOS。
蜂鸟视图,信息技术,平台：WEB,坐标：北京市,官网：www.fengmap.com,成立时间：2014-03-26,"不详,1000万,美元,需要融资",约谈,运营状态：正在运营,信息安全公共出行办公软件互联网行业及技术解决方案,北京蜂鸟视图科技有限公司（简称：蜂鸟视图）成立于2014年3月，专注于室内空间可视化技术研发及应用，可提供室内空间测量、室内地图制作、云端数据托管、三维地图引擎、应用软件开发集成和室内定位等服务，是国内领先的室内三维地图云平台和可视化智能管理系统提供商。蜂鸟视图致力于为用户提供高品质的室内地图数据及应用服务，并已获得众多客户广泛认可与肯定。目前已经为城市公共安全、商业楼宇物业、智慧医院、智慧应急、安全管理等领域提供了可视化智能管理解决方案，所有人员、设备、工作流、事件等信息均可在一张室内地图上直观展现、便捷管理，助力国家智慧城市建设，为企事业单位连接“互联网+”打开入口。,新芽网友659579,,http://newseed.pedaily.cn/upload/project/logo/201605/09171057081.jpg,http://www.newseed.cn/project/50571,N/A,
星空时间,房产金融,平台：WEB,坐标：北京市,官网：不详,成立时间：不详,"不详,金额未透露,融资完成",立即认领,运营状态：正在运营,办公软件,星空时间是一个基于线下联合办公空间的创业服务平台。北京星空时间孵化器管理有限公司旗下产品。,,,http://pic2.pedaily.cn/newseed/project/201605/20160505132332818.jpg,http://www.newseed.cn/project/50437,北京星空时间孵化器管理有限公司,星空时间是一个基于线下联合办公空间的创业服务平台。
17 app,文化娱乐,平台：移动应用,坐标：中国,官网：media17.cn,成立时间：不详,"不详,1.5亿,人民币,融资完成",立即认领,运营状态：正在运营,直播,17app是一款拍照社交应用，由台湾开发者发布，瞬间火遍全球，一个来自台湾的全新社交平台，集成了相片分享以及直播功能，还可以透过人气来赚取分成。直播内容千奇百怪，之所以这麽夯是因为这款APP有分红制度，平均只要1千人观看，直播者就有享有1元分红。,,,http://pic2.pedaily.cn/newseed/project/201605/20160505133038453.jpg,http://www.newseed.cn/project/50438,17  Media,17app是一款拍照社交应用，由台湾开发者发布，瞬间火遍全球，一个来自台湾的全新社交平台，集成了相片分享以及直播功能，还可以透过人气来赚取分成。直播内容千奇百怪，之所以这麽夯是因为这款APP有分红制度，平均只要1千人观看，直播者就有享有1元分红。
Thingthing,硬件,平台：WEB,坐标：英国,官网：www.thingthing.co,成立时间：不详,"不详,40万,美元,融资完成",立即认领,运营状态：正在运营,VR/AR,Thingthingfocusis“user-centereddesign“.Ithasaclean-lookinginterfaceandanintuitiveworkflow.Alotmoreintuitivethantheratherfiddlycommand-keyapproachoftherivalkeyboardapps.,,,http://pic2.pedaily.cn/newseed/project/201605/20160510101809421.jpg,http://www.newseed.cn/project/50598,Thingthing Ltd.,Thingthing focus is “user-centered design“. It has a clean-looking interface and an intuitive workflow. A lot more intuitive than the rathefiddly command-key approach of the rival keyboard apps.
大大家,信息技术,"平台：WEB,移动应用,其他",坐标：深圳市,官网：www.bigbigjia.com,成立时间：2016-04-30,"不详,100万,美元,需要融资",约谈,运营状态：正在运营,视频媒体消费电子图像视频电子商务,大大家想做一个信息和电子商务交易平台，覆盖房产信息媒体，新房/二手房/租房交易，社区生活服务交易，大大家的用户将是中国所有潜在的住房消费人群，所有的地产开发商，广大业主，个人经纪人，及广大商家。初期首先在网站平台上提供房产视频，方便用户去现场看房前获取更丰富的信息，同时也方便地产开发商更有效宣传楼盘，吸引最有意向的潜在客户。,新芽网友659636,,http://newseed.pedaily.cn/upload/project/logo/201605/10111722232.jpg,http://www.newseed.cn/project/50603,N/A,
Cambly,教育培训,平台：WEB,坐标：旧金山,官网：www.cambly.com,成立时间：2012,"不详,金额未透露,融资完成",立即认领,运营状态：正在运营,视频图像视频,Cambly是一家成立于2012年，总部位于美国旧金山的在线教育公司，提供用户7*24小时英文学习的平台。结合当下热门的共享经济与视频聊天技术，Cambly连接了欧美的外教与世界各地的英语爱好者，让想学英语的人随时随地一键呼叫外教。,,,http://pic2.pedaily.cn/newseed/projectlogo/201605/20160512@103015.jpg,http://www.newseed.cn/project/50675,Cambly Inc.,Cambly是一家成立于2012年，总部位于美国旧金山的在线教育公司，提供用户7*24小时英文学习的平台。结合当下热门的共享经济与视频聊天技术，Cambly连接了欧美的外教与世界各地的英语爱好者，让想学英语的人随时随地一键呼叫外教。
